Time,AFR_Target,T_Air,SA,RPM,TPS_AD,TPS_indx,Volt_Batt,Inj_Angle,T_Eng,TPS_Percent,Cyl1_Comn_FuelPW,Cyl1_Eng_AP,NBO2_Volt,Inst_Fuel_Consump,Avg_Fuel_Consump,Acc_Fuel_Mult,NBO2_AD,Cyl1_Final_VM,Idle_Desir_RPM,Cyl1_Injector_Period_Rate,TimeCount,PH_GPS_Altitude,PH_GPS_Speed
1000.0,12.7,29.0,8.0,1865.0,54.0,1.0,12.9,0.0,78.0,0.4,2.52,48.7,382.35,0.0,0.0,0.0,78.0,148.0,1824.0,3.91,640.6,16.7,0.0
1100.0,12.7,29.0,6.0,1808.0,54.0,1.0,12.9,0.0,78.0,0.4,2.52,48.2,382.35,0.0,0.0,0.0,78.0,146.0,1824.0,3.91,835.9,16.7,0.0
1200.0,12.7,29.0,6.0,1808.0,54.0,1.0,12.9,0.0,78.0,0.4,2.52,48.2,382.35,0.0,0.0,0.0,78.0,146.0,1824.0,3.91,835.9,16.7,0.0
1300.0,12.7,29.0,9.0,1792.0,54.0,1.0,13.0,0.0,78.0,0.4,2.468,48.2,382.35,0.0,0.0,0.0,78.0,145.0,1824.0,3.52,31.2,16.7,0.0
1400.0,12.7,29.0,6.0,1814.0,54.0,1.0,12.9,0.0,78.0,0.4,2.468,48.2,382.35,0.0,0.0,0.0,78.0,147.0,1824.0,3.52,132.8,16.8,0.0
1500.0,12.7,29.0,8.0,1846.0,53.0,1.0,12.9,0.0,78.0,0.4,2.484,48.2,382.35,0.0,0.0,0.0,78.0,145.0,1824.0,3.52,226.6,16.8,0.0
1600.0,12.7,29.0,9.0,1799.0,54.0,1.0,12.9,0.0,78.0,0.4,2.484,48.2,382.35,0.0,0.0,0.0,78.0,147.0,1824.0,3.52,328.1,16.8,0.0
1700.0,12.7,29.0,8.0,1796.0,53.0,1.0,12.9,0.0,78.0,0.4,2.52,48.7,382.35,0.0,0.0,0.0,78.0,147.0,1824.0,3.91,421.9,16.8,0.0
1800.0,12.7,29.0,5.0,1878.0,54.0,1.0,12.9,0.0,78.0,0.4,2.52,48.7,382.35,0.0,0.0,0.0,78.0,149.0,1824.0,3.91,523.4,16.8,0.0
1900.0,12.7,29.0,8.0,1807.0,53.0,1.0,12.9,0.0,78.0,0.4,2.496,48.2,382.35,0.0,0.0,0.0,78.0,146.0,1824.0,3.52,617.2,16.8,0.0
2000.0,12.7,29.0,8.0,1799.0,64.0,3.0,12.9,0.0,78.0,1.6,2.484,48.2,382.35,0.0,0.0,0.0,78.0,151.0,1824.0,3.52,718.8,16.8,0.0
2100.0,12.0,29.0,15.0,2401.0,598.0,137.0,12.9,0.0,78.0,83.9,0.632,92.3,387.25,0.0,0.0,0.203,79.0,162.0,1824.0,0.78,812.5,16.8,0.0
2200.0,11.8,29.0,24.0,3445.0,791.0,185.0,12.8,-120.0,78.0,100.0,7.376,96.5,387.25,0.0,0.0,0.117,79.0,187.0,2112.0,19.92,914.1,16.8,0.0
2300.0,11.8,29.0,26.0,5031.0,791.0,185.0,12.9,-120.0,78.0,100.0,7.304,95.5,392.16,0.0,0.0,0.031,80.0,191.0,2112.0,28.12,7.8,16.8,0.0
2400.0,11.8,29.0,27.0,5675.0,791.0,185.0,12.8,-120.0,78.0,100.0,5.38,90.9,392.16,0.0,0.0,0.0,80.0,169.0,2112.0,25.39,109.4,16.7,1.0
2500.0,11.8,29.0,27.0,5896.0,791.0,185.0,12.8,-120.0,78.0,100.0,5.464,88.9,387.25,0.0,0.0,0.0,79.0,174.0,2112.0,26.56,203.1,16.7,1.0
2600.0,11.8,29.0,27.0,6080.0,791.0,185.0,12.8,-120.0,78.0,100.0,5.508,87.4,387.25,0.0,0.0,0.0,79.0,178.0,2112.0,27.73,304.7,16.7,1.0
2700.0,11.8,29.0,28.0,6206.0,792.0,185.0,12.8,-120.0,78.0,100.0,5.52,86.3,392.16,0.0,0.0,0.0,80.0,179.0,2112.0,28.52,398.4,16.7,1.0
2800.0,11.8,29.0,28.0,6446.0,791.0,185.0,12.8,-120.0,78.0,100.0,5.62,85.8,392.16,0.0,0.0,0.0,80.0,184.0,2112.0,30.08,593.8,16.7,1.0
2900.0,11.8,29.0,28.0,6496.0,791.0,185.0,12.8,-120.0,78.0,100.0,5.788,85.8,387.25,0.0,0.0,0.0,79.0,189.0,2112.0,31.25,695.3,16.7,1.0
3000.0,11.8,29.0,28.0,6530.0,791.0,185.0,12.8,-120.0,78.0,100.0,5.836,85.8,392.16,0.51,0.0,0.0,80.0,190.0,2112.0,31.64,789.1,16.7,1.0
3100.0,11.8,29.0,28.0,6524.0,791.0,185.0,12.8,-120.0,78.0,100.0,5.836,86.3,392.16,0.71,0.0,0.0,80.0,190.0,2112.0,31.64,890.6,16.7,1.0
3200.0,11.8,29.0,28.0,6496.0,792.0,185.0,12.8,-120.0,78.0,100.0,5.804,85.8,392.16,0.81,0.0,0.0,80.0,190.0,2112.0,31.25,984.4,16.7,1.0
3300.0,11.8,29.0,28.0,6462.0,791.0,185.0,12.8,-120.0,78.0,100.0,5.704,85.8,392.16,0.0,0.0,0.0,80.0,187.0,2112.0,30.47,85.9,16.7,1.0
3400.0,11.8,29.0,28.0,6393.0,791.0,185.0,12.8,-120.0,78.0,100.0,5.592,85.3,392.16,0.0,0.0,0.0,80.0,183.0,2112.0,29.69,179.7,16.8,1.0
3500.0,11.8,29.0,28.0,6326.0,790.0,185.0,12.8,-120.0,78.0,100.0,5.576,86.3,392.16,0.0,0.0,0.0,80.0,182.0,2112.0,29.3,281.2,16.8,1.0
3600.0,11.8,29.0,28.0,6284.0,792.0,185.0,12.8,-120.0,78.0,100.0,5.548,86.3,392.16,0.0,0.0,0.0,80.0,181.0,2112.0,28.91,375.0,16.8,1.0
3700.0,11.8,29.0,28.0,6284.0,791.0,185.0,12.8,-120.0,78.0,100.0,5.548,86.3,392.16,0.0,0.0,0.0,80.0,181.0,2112.0,28.91,476.6,16.8,1.0
3800.0,11.8,29.0,28.0,6578.0,791.0,185.0,12.8,-120.0,78.0,100.0,5.656,85.8,387.25,0.0,0.0,0.0,79.0,190.0,2112.0,30.47,570.3,16.8,1.0
3900.0,11.8,29.0,29.0,6906.0,791.0,185.0,12.8,-120.0,78.0,100.0,6.584,87.9,392.16,0.0,0.0,0.0,80.0,212.0,2112.0,37.89,671.9,16.8,1.0
4000.0,11.8,29.0,30.0,7295.0,791.0,185.0,12.8,-120.0,78.0,100.0,7.164,86.3,392.16,0.0,0.0,0.0,80.0,237.0,2112.0,42.97,765.6,16.8,1.0
4100.0,11.6,29.0,28.0,7755.0,791.0,185.0,12.7,-120.0,78.0,100.0,7.872,88.4,392.16,0.0,0.0,0.0,80.0,245.0,2112.0,50.78,867.2,16.8,1.0
4200.0,11.5,29.0,28.0,8241.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.144,90.4,387.25,0.0,0.0,0.0,79.0,246.0,2112.0,55.47,960.9,16.8,1.0
4300.0,11.5,29.0,28.0,8610.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.428,92.4,392.16,0.0,0.0,0.0,80.0,248.0,2112.0,60.16,62.5,16.8,1.0
4400.0,11.5,29.0,29.0,8792.0,792.0,185.0,12.7,-120.0,78.0,100.0,8.516,93.5,392.16,0.0,0.0,0.0,80.0,248.0,2112.0,62.11,156.2,16.7,4.0
4500.0,11.5,29.0,29.0,8860.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.548,93.5,392.16,0.0,0.0,0.0,80.0,249.0,2112.0,62.89,257.8,16.7,4.0
4600.0,11.5,29.0,29.0,8860.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.548,93.5,392.16,0.0,0.0,0.0,80.0,249.0,2112.0,62.89,257.8,16.7,4.0
4700.0,11.5,29.0,29.0,8813.0,792.0,185.0,12.7,-120.0,78.0,100.0,8.516,93.5,392.16,0.0,0.0,0.0,80.0,248.0,2112.0,62.5,453.1,16.7,4.0
4800.0,11.5,29.0,29.0,8813.0,792.0,185.0,12.7,-120.0,78.0,100.0,8.516,93.5,392.16,0.0,0.0,0.0,80.0,248.0,2112.0,62.5,453.1,16.7,4.0
4900.0,11.5,29.0,29.0,8710.0,792.0,185.0,12.7,-120.0,78.0,100.0,8.516,93.5,392.16,0.0,0.0,0.0,80.0,248.0,2112.0,61.72,648.4,16.7,4.0
5000.0,11.5,29.0,29.0,8726.0,792.0,185.0,12.7,-120.0,78.0,100.0,8.516,93.5,392.16,0.0,0.0,0.0,80.0,248.0,2112.0,61.72,742.2,16.7,4.0
5100.0,11.5,29.0,29.0,8720.0,793.0,186.0,12.7,-120.0,78.0,100.0,8.516,93.5,392.16,0.0,0.0,0.0,80.0,248.0,2112.0,61.33,843.8,16.7,4.0
5200.0,11.5,29.0,29.0,8700.0,793.0,186.0,12.7,-120.0,78.0,100.0,8.516,93.5,392.16,0.0,0.0,0.0,80.0,248.0,2112.0,61.72,937.5,16.7,4.0
5300.0,11.5,29.0,29.0,8731.0,793.0,186.0,12.7,-120.0,78.0,100.0,8.516,92.9,392.16,0.0,0.0,0.0,80.0,248.0,2112.0,61.72,39.1,16.7,4.0
5400.0,11.5,29.0,29.0,8782.0,793.0,186.0,12.7,-120.0,78.0,100.0,8.516,93.5,392.16,0.0,0.0,0.0,80.0,248.0,2112.0,62.11,132.8,16.9,16.0
5500.0,11.5,29.0,29.0,8802.0,793.0,186.0,12.7,-120.0,78.0,100.0,8.548,93.5,387.25,0.0,0.0,0.0,79.0,248.0,2112.0,62.5,234.4,16.9,16.0
5600.0,11.5,29.0,29.0,8823.0,793.0,186.0,12.7,-120.0,78.0,100.0,8.516,93.5,392.16,0.0,0.0,0.0,80.0,248.0,2112.0,62.5,328.1,16.9,16.0
5700.0,11.5,29.0,29.0,8849.0,794.0,186.0,12.7,-120.0,78.0,100.0,8.548,93.5,392.16,0.0,0.0,0.0,80.0,249.0,2112.0,62.5,429.7,16.9,16.0
5800.0,11.5,29.0,29.0,8839.0,793.0,186.0,12.7,-120.0,78.0,100.0,8.548,93.5,392.16,0.0,0.0,0.0,80.0,249.0,2112.0,62.89,523.4,16.9,16.0
5900.0,11.5,29.0,29.0,8854.0,792.0,185.0,12.7,-120.0,78.0,100.0,8.548,93.5,392.16,0.0,0.0,0.0,80.0,249.0,2112.0,62.89,625.0,16.9,16.0
6000.0,11.5,29.0,29.0,8865.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.548,93.5,392.16,0.0,0.0,0.0,80.0,249.0,2112.0,62.89,718.8,16.9,16.0
6100.0,11.5,29.0,29.0,8880.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.58,93.5,392.16,0.0,0.0,0.0,80.0,250.0,2112.0,63.28,914.1,16.9,16.0
6200.0,11.5,29.0,29.0,8870.0,792.0,185.0,12.7,-120.0,78.0,100.0,8.58,93.5,387.25,0.0,0.0,0.0,79.0,250.0,2112.0,63.28,15.6,16.9,16.0
6300.0,11.5,29.0,29.0,8870.0,792.0,185.0,12.7,-120.0,78.0,100.0,8.58,93.5,387.25,0.0,0.0,0.0,79.0,250.0,2112.0,63.28,15.6,16.9,16.0
6400.0,11.5,29.0,29.0,8891.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.58,93.5,392.16,0.0,0.0,0.0,80.0,249.0,2112.0,63.28,210.9,16.9,16.0
6500.0,11.5,29.0,29.0,8886.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.58,93.5,392.16,0.0,0.0,0.0,80.0,250.0,2112.0,63.28,304.7,17.0,35.0
6600.0,11.5,29.0,29.0,8886.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.58,93.5,392.16,0.0,0.0,0.0,80.0,250.0,2112.0,63.28,406.2,17.0,35.0
6700.0,11.5,29.0,29.0,8902.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.58,93.5,392.16,0.0,0.0,0.0,80.0,250.0,2112.0,63.28,500.0,17.0,35.0
6800.0,11.5,29.0,29.0,8912.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.624,94.0,387.25,0.0,0.0,0.0,79.0,250.0,2112.0,63.67,601.6,17.0,35.0
6900.0,11.5,29.0,29.0,8923.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.58,93.5,392.16,0.0,0.0,0.0,80.0,250.0,2112.0,63.67,695.3,17.0,35.0
7000.0,11.5,29.0,29.0,8917.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.58,93.5,392.16,0.0,0.0,0.0,80.0,250.0,2112.0,63.67,796.9,17.0,35.0
7100.0,11.5,29.0,29.0,8923.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.58,93.5,392.16,0.0,0.0,0.0,80.0,250.0,2112.0,63.67,890.6,17.0,35.0
7200.0,11.5,29.0,29.0,8976.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.612,93.5,392.16,0.0,0.0,0.0,80.0,251.0,2112.0,64.06,992.2,17.0,35.0
7300.0,11.5,29.0,29.0,9009.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.612,93.5,392.16,0.0,0.0,0.0,80.0,251.0,2112.0,64.45,85.9,17.0,35.0
7400.0,11.5,29.0,29.0,9014.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.68,93.5,387.25,0.0,0.0,0.0,79.0,252.0,2112.0,64.84,187.5,17.0,35.0
7500.0,11.5,29.0,29.0,9036.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.68,93.5,392.16,0.0,0.0,0.0,80.0,253.0,2112.0,65.23,281.2,16.8,49.0
7600.0,11.5,29.0,29.0,9047.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.636,92.9,392.16,0.0,0.0,0.0,80.0,253.0,2112.0,64.84,382.8,16.8,49.0
7700.0,11.5,29.0,29.0,9063.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.636,93.5,392.16,0.0,0.0,0.0,80.0,254.0,2112.0,64.84,476.6,16.8,49.0
7800.0,11.5,29.0,29.0,9090.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.668,92.9,387.25,0.0,0.0,0.0,79.0,254.0,2112.0,65.62,578.1,16.8,49.0
7900.0,11.5,29.0,29.0,9090.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.744,93.5,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,671.9,16.8,49.0
8000.0,11.5,29.0,29.0,9118.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.744,92.9,392.16,0.0,0.0,0.0,80.0,254.0,2112.0,66.02,773.4,16.8,49.0
8100.0,11.5,29.0,29.0,9140.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.7,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,867.2,16.8,49.0
8200.0,11.5,29.0,29.0,9124.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.7,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,968.8,16.8,49.0
8300.0,11.5,29.0,29.0,9118.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.7,93.5,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,62.5,16.8,49.0
8400.0,11.5,29.0,29.0,9146.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.7,93.5,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,164.1,16.8,49.0
8500.0,11.5,29.0,29.0,9157.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.7,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,257.8,16.5,58.0
8600.0,11.5,29.0,29.0,9140.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.7,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,359.4,16.5,58.0
8700.0,11.5,29.0,29.0,9179.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.744,93.5,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.41,453.1,16.5,58.0
8800.0,11.5,29.0,29.0,9146.0,792.0,185.0,12.7,-120.0,78.0,100.0,8.652,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,65.62,554.7,16.5,58.0
8900.0,11.5,29.0,29.0,9140.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.7,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,648.4,16.5,58.0
9000.0,11.5,29.0,29.0,9151.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.7,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,750.0,16.5,58.0
9100.0,11.5,29.0,29.0,9124.0,790.0,185.0,12.7,-120.0,78.0,100.0,8.7,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,843.8,16.5,58.0
9200.0,11.5,29.0,29.0,9157.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.7,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,945.3,16.5,58.0
9300.0,11.5,29.0,29.0,9135.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.7,93.5,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,39.1,16.5,58.0
9400.0,11.5,29.0,29.0,9185.0,791.0,185.0,12.7,-120.0,78.0,100.0,8.7,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.02,140.6,16.5,58.0
9500.0,11.5,29.0,29.0,9185.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.7,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.41,335.9,17.1,66.0
9600.0,11.5,29.0,29.0,9168.0,792.0,185.0,12.7,-120.0,77.0,100.0,8.7,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.41,429.7,17.1,66.0
9700.0,11.5,28.0,29.0,9213.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.744,93.5,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.8,531.2,17.1,66.0
9800.0,11.5,28.0,29.0,9179.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.72,92.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,66.41,625.0,17.1,66.0
9900.0,11.5,28.0,29.0,9230.0,790.0,185.0,12.7,-120.0,77.0,100.0,8.8,93.5,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,726.6,17.1,66.0
10000.0,11.5,28.0,29.0,9185.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.72,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.8,820.3,17.1,66.0
10100.0,11.5,28.0,29.0,9213.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.752,92.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,66.8,921.9,17.1,66.0
10200.0,11.5,28.0,29.0,9202.0,792.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,66.41,15.6,17.1,66.0
10300.0,11.5,28.0,29.0,9202.0,790.0,185.0,12.7,-120.0,77.0,100.0,8.752,92.9,392.16,0.0,0.0,0.0,80.0,255.0,2112.0,66.8,117.2,17.1,66.0
10400.0,11.5,28.0,29.0,9196.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.752,92.9,387.25,0.0,0.0,0.0,79.0,256.0,2112.0,66.8,210.9,17.6,72.0
10500.0,11.5,28.0,29.0,9236.0,790.0,185.0,12.7,-120.0,77.0,100.0,8.8,92.9,387.25,0.0,0.0,0.0,79.0,256.0,2112.0,67.19,312.5,17.6,72.0
10600.0,11.5,28.0,29.0,9230.0,792.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,387.25,0.0,0.0,0.0,79.0,256.0,2112.0,66.8,406.2,17.6,72.0
10700.0,11.5,28.0,29.0,9270.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,66.8,507.8,17.6,72.0
10800.0,11.5,28.0,29.0,9253.0,792.0,185.0,12.7,-120.0,77.0,100.0,8.752,92.9,387.25,0.0,0.0,0.0,79.0,256.0,2112.0,67.19,601.6,17.6,72.0
10900.0,11.5,28.0,29.0,9270.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.752,92.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,703.1,17.6,72.0
11000.0,11.5,28.0,29.0,9282.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.664,91.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,66.8,796.9,17.6,72.0
11100.0,11.5,28.0,29.0,9316.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,387.25,0.0,0.0,0.0,79.0,256.0,2112.0,67.19,898.4,17.6,72.0
11200.0,11.5,28.0,29.0,9264.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,992.2,17.6,72.0
11300.0,11.5,28.0,29.0,9282.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,387.25,0.0,0.0,0.0,79.0,256.0,2112.0,67.19,93.8,17.6,72.0
11400.0,11.5,28.0,29.0,9293.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,187.5,17.5,77.0
11500.0,11.5,28.0,29.0,9305.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,289.1,17.5,77.0
11600.0,11.5,28.0,29.0,9305.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,382.8,17.5,77.0
11700.0,11.5,28.0,29.0,9299.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,484.4,17.5,77.0
11800.0,11.5,28.0,29.0,9293.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.752,92.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.58,578.1,17.5,77.0
11900.0,11.5,28.0,29.0,9305.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,91.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,679.7,17.5,77.0
12000.0,11.5,28.0,29.0,9322.0,790.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,773.4,17.5,77.0
12100.0,11.5,28.0,29.0,9322.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,387.25,0.0,0.0,0.0,79.0,256.0,2112.0,67.58,875.0,17.5,77.0
12200.0,11.5,28.0,29.0,9310.0,792.0,185.0,12.7,-120.0,77.0,100.0,8.664,91.9,387.25,0.0,0.0,0.0,79.0,256.0,2112.0,66.8,968.8,17.5,77.0
12300.0,11.5,28.0,29.0,9334.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.58,70.3,17.5,77.0
12400.0,11.5,28.0,29.0,9299.0,791.0,185.0,12.6,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,164.1,17.1,80.0
12500.0,11.5,28.0,29.0,9339.0,790.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.58,265.6,17.1,80.0
12600.0,11.5,28.0,29.0,9339.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.664,91.9,387.25,0.0,0.0,0.0,79.0,256.0,2112.0,67.19,359.4,17.1,80.0
12700.0,11.5,28.0,29.0,9339.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.664,91.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,460.9,17.1,80.0
12800.0,11.5,28.0,29.0,9305.0,790.0,185.0,12.7,-120.0,77.0,100.0,8.752,92.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.58,554.7,17.1,80.0
12900.0,11.5,28.0,29.0,9299.0,791.0,185.0,12.6,-120.0,77.0,100.0,8.664,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,66.8,656.2,17.1,80.0
13000.0,11.5,28.0,29.0,9322.0,791.0,185.0,12.6,-120.0,77.0,100.0,8.664,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,851.6,17.1,80.0
13100.0,11.5,28.0,29.0,9322.0,791.0,185.0,12.6,-120.0,77.0,100.0,8.664,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,851.6,17.1,80.0
13200.0,11.5,28.0,29.0,9334.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,945.3,17.1,80.0
13300.0,11.5,28.0,29.0,9305.0,792.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,140.6,17.1,80.0
13400.0,11.5,28.0,29.0,9305.0,792.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,140.6,17.7,82.0
13500.0,11.5,28.0,29.0,9316.0,791.0,185.0,12.6,-120.0,77.0,100.0,8.664,91.9,387.25,0.0,0.0,0.0,79.0,256.0,2112.0,67.19,335.9,17.7,82.0
13600.0,11.5,28.0,29.0,9316.0,791.0,185.0,12.6,-120.0,77.0,100.0,8.664,91.9,387.25,0.0,0.0,0.0,79.0,256.0,2112.0,67.19,335.9,17.7,82.0
13700.0,11.5,28.0,29.0,9328.0,791.0,185.0,12.6,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.58,531.2,17.7,82.0
13800.0,11.5,28.0,29.0,9322.0,791.0,185.0,12.6,-120.0,77.0,100.0,8.752,91.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.97,632.8,17.7,82.0
13900.0,11.5,28.0,29.0,9322.0,790.0,185.0,12.6,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,726.6,17.7,82.0
14000.0,11.5,28.0,29.0,9310.0,791.0,185.0,12.6,-120.0,77.0,100.0,8.664,92.4,387.25,0.0,0.0,0.0,79.0,256.0,2112.0,67.19,828.1,17.7,82.0
14100.0,11.5,28.0,29.0,9310.0,791.0,185.0,12.6,-120.0,77.0,100.0,8.752,92.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.58,921.9,17.7,82.0
14200.0,11.5,28.0,29.0,9316.0,791.0,185.0,12.6,-120.0,77.0,100.0,8.664,91.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,23.4,17.7,82.0
14300.0,11.5,28.0,29.0,9328.0,791.0,185.0,12.6,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.58,117.2,17.7,82.0
14400.0,11.5,28.0,29.0,9357.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.58,218.8,18.2,87.0
14500.0,11.5,28.0,29.0,9328.0,790.0,185.0,12.7,-120.0,77.0,100.0,8.708,92.4,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.58,312.5,18.2,87.0
14600.0,11.5,28.0,29.0,9339.0,791.0,185.0,12.7,-120.0,77.0,100.0,8.664,91.9,392.16,0.0,0.0,0.0,80.0,256.0,2112.0,67.19,414.1,18.2,87.0
